depth,good_prob,k,tolerance,rule,updates,backups,value,matched,gap,bound,cost
16,0.1,2,0.05,generic,16,17,0.1919,0.1919,0,0,2890
16,0.1,8,0.001,rank,16,17,0.569532786305,0.569532786305,0,0,3468
16,0.1,8,0.001,generic,16,17,0.569532786305,0.569532786305,0,0,2890
16,0.1,8,0.01,rank,16,17,0.569532786305,0.569532786305,0,0,3468
16,0.1,8,0.01,generic,16,17,0.569532786305,0.569532786305,0,0,2890
16,0.1,8,0.05,rank,16,17,0.569532786305,0.569532786305,0,0,3468
16,0.1,8,0.05,generic,16,17,0.569532786305,0.569532786305,0,0,2890
16,0.1,32,0.001,rank,16,17,0.965663161797,0.965663161797,0,0,3468
16,0.1,32,0.001,generic,16,17,0.965663161797,0.965663161797,0,0,2890
16,0.1,32,0.01,rank,16,17,0.965663161797,0.965663161797,0,0,3468
16,0.1,32,0.01,generic,16,17,0.965663161797,0.965663161797,0,0,2890
16,0.1,32,0.05,rank,16,17,0.965663161797,0.965663161797,0,0,3468
16,0.1,32,0.05,generic,16,17,0.965663161797,0.965663161797,0,0,2890
