horizon,actions,seed,k,updates,value,matched,gap,baseline
3,2,7,8,3,0.735169976289,0.735169976289,0,0.466103220602
3,2,7,32,0,0.871405661976,0.871405661976,0,0.466103220602
3,2,7,32,1,0.871405661976,0.871405661976,0,0.466103220602
3,2,7,32,2,0.871405661976,0.871405661976,0,0.466103220602
3,2,7,32,3,0.871405661976,0.871405661976,0,0.466103220602
3,2,8,2,0,0.170568958658,0.170568958658,0,0.129562675601
3,2,8,2,1,0.170568958658,0.170568958658,0,0.129562675601
3,2,8,2,2,0.170568958658,0.170568958658,0,0.129562675601
3,2,8,2,3,0.170568958658,0.170568958658,0,0.129562675601
3,2,8,8,0,0.244257962759,0.244257962759,0,0.129562675601
3,2,8,8,1,0.244257962759,0.244257962759,0,0.129562675601
3,2,8,8,2,0.244257962759,0.244257962759,0,0.129562675601
3,2,8,8,3,0.244257962759,0.244257962759,0,0.129562675601
3,2,8,32,0,0.285710657004,0.288636215787,0.00292555878258,0.129562675601
3,2,8,32,1,0.288636215787,0.288636215787,0,0.129562675601
3,2,8,32,2,0.288636215787,0.288636215787,0,0.129562675601
3,2,8,32,3,0.288636215787,0.288636215787,0,0.129562675601
3,2,9,2,0,0.636646628998,0.636646628998,0,0.546295236085
3,2,9,2,1,0.636646628998,0.636646628998,0,0.546295236085
3,2,9,2,2,0.636646628998,0.636646628998,0,0.546295236085
3,2,9,2,3,0.636646628998,0.636646628998,0,0.546295236085
3,2,9,8,0,0.701909548979,0.701909548979,0,0.546295236085
3,2,9,8,1,0.701909548979,0.701909548979,0,0.546295236085
3,2,9,8,2,0.701909548979,0.701909548979,0,0.546295236085
3,2,9,8,3,0.701909548979,0.701909548979,0,0.546295236085
3,2,9,32,0,0.703652229037,0.703652229037,0,0.546295236085
3,2,9,32,1,0.703652229037,0.703652229037,0,0.546295236085
3,2,9,32,2,0.703652229037,0.703652229037,0,0.546295236085
3,2,9,32,3,0.703652229037,0.703652229037,0,0.546295236085
3,2,10,2,0,0.669638550951,0.669638550951,0,0.580824477788
3,2,10,2,1,0.669638550951,0.669638550951,0,0.580824477788
3,2,10,2,2,0.669638550951,0.669638550951,0,0.580824477788
3,2,10,2,3,0.669638550951,0.669638550951,0,0.580824477788
3,2,10,8,0,0.692747870079,0.692747870079,0,0.580824477788
3,2,10,8,1,0.692747870079,0.692747870079,0,0.580824477788
3,2,10,8,2,0.692747870079,0.692747870079,0,0.580824477788
3,2,10,8,3,0.692747870079,0.692747870079,0,0.580824477788
3,2,10,32,0,0.692771101781,0.692771101781,0,0.580824477788
3,2,10,32,1,0.692771101781,0.692771101781,0,0.580824477788
3,2,10,32,2,0.692771101781,0.692771101781,0,0.580824477788
3,2,10,32,3,0.692771101781,0.692771101781,0,0.580824477788
3,2,11,2,0,0.369025205853,0.369025205853,0,0.343626915035
3,2,11,2,1,0.369025205853,0.369025205853,0,0.343626915035
3,2,11,2,2,0.369025205853,0.369025205853,0,0.343626915035
3,2,11,2,3,0.369025205853,0.369025205853,0,0.343626915035
3,2,11,8,0,0.434017398987,0.434017398987,0,0.343626915035
3,2,11,8,1,0.434017398987,0.434017398987,0,0.343626915035
3,2,11,8,2,0.434017398987,0.434017398987,0,0.343626915035
3,2,11,8,3,0.434017398987,0.434017398987,0,0.343626915035
3,2,11,32,0,0.577423145821,0.577423145821,0,0.343626915035
3,2,11,32,1,0.577423145821,0.577423145821,0,0.343626915035
3,2,11,32,2,0.577423145821,0.577423145821,0,0.343626915035
3,2,11,32,3,0.577423145821,0.577423145821,0,0.343626915035
3,8,0,2,0,0.496446960322,0.496446960322,0,0.323924178186
3,8,0,2,1,0.496446960322,0.496446960322,0,0.323924178186
3,8,0,2,2,0.496446960322,0.496446960322,0,0.323924178186
3,8,0,2,3,0.496446960322,0.496446960322,0,0.323924178186
3,8,0,8,0,0.78837674719,0.791370712121,0.0029939649318,0.323924178186
3,8,0,8,1,0.78842348808,0.791370712121,0.00294722404119,0.323924178186
3,8,0,8,2,0.791370712121,0.791370712121,0,0.323924178186
3,8,0,8,3,0.791370712121,0.791370712121,0,0.323924178186
3,8,0,32,0,0.893137284552,0.906535168914,0.0133978843624,0.323924178186
3,8,0,32,1,0.906535168914,0.906535168914,0,0.323924178186
3,8,0,32,2,0.906535168914,0.906535168914,0,0.323924178186
3,8,0,32,3,0.906535168914,0.906535168914,0,0.323924178186
3,8,1,2,0,0.550401740434,0.550967812472,0.00056607203817,0.434211554871
3,8,1,2,1,0.550702685035,0.550967812472,0.000265127437862,0.434211554871
3,8,1,2,2,0.550967812472,0.550967812472,0,0.434211554871
3,8,1,2,3,0.550967812472,0.550967812472,0,0.434211554871
3,8,1,8,0,0.678623334666,0.67952890056,0.00090556589376,0.434211554871
3,8,1,8,1,0.678843379722,0.67952890056,0.000685520838255,0.434211554871
3,8,1,8,2,0.67952890056,0.67952890056,0,0.434211554871
3,8,1,8,3,0.67952890056,0.67952890056,0,0.434211554871
3,8,1,32,0,0.758503290044,0.760745341604,0.00224205155964,0.434211554871
3,8,1,32,1,0.758503298323,0.760745341604,0.00224204328048,0.434211554871
3,8,1,32,2,0.760745341604,0.760745341604,0,0.434211554871
3,8,1,32,3,0.760745341604,0.760745341604,0,0.434211554871
3,8,2,2,0,0.494031041198,0.494092187286,6.11460886177e-05,0.318354137579
3,8,2,2,1,0.493507898704,0.494092187286,0.000584288582108,0.318354137579
3,8,2,2,2,0.494092187286,0.494092187286,0,0.318354137579
3,8,2,2,3,0.494092187286,0.494092187286,0,0.318354137579
3,8,2,8,0,0.798434225693,0.85879521399,0.0603609882965,0.318354137579
3,8,2,8,1,0.852205950538,0.85879521399,0.00658926345178,0.318354137579
3,8,2,8,2,0.85879521399,0.85879521399,0,0.318354137579
3,8,2,8,3,0.85879521399,0.85879521399,0,0.318354137579
3,8,2,32,0,0.869066819754,0.936754821073,0.067688001319,0.318354137579
3,8,2,32,1,0.934622584978,0.936754821073,0.00213223609507,0.318354137579
3,8,2,32,2,0.936754821073,0.936754821073,0,0.318354137579
3,8,2,32,3,0.936754821073,0.936754821073,0,0.318354137579
3,8,3,2,0,0.826973318085,0.828445021261,0.00147170317599,0.663682629545
3,8,3,2,1,0.828445021261,0.828445021261,0,0.663682629545
3,8,3,2,2,0.828445021261,0.828445021261,0,0.663682629545
3,8,3,2,3,0.828445021261,0.828445021261,0,0.663682629545
3,8,3,8,0,0.910153545128,0.923423650685,0.013270105557,0.663682629545
3,8,3,8,1,0.923153418638,0.923423650685,0.000270232047841,0.663682629545
3,8,3,8,2,0.923423650685,0.923423650685,0,0.663682629545
3,8,3,8,3,0.923423650685,0.923423650685,0,0.663682629545
3,8,3,32,0,0.928749697858,0.938974758013,0.0102250601541,0.663682629545
3,8,3,32,1,0.938866267239,0.938974758013,0.000108490773382,0.663682629545
3,8,3,32,2,0.938974758013,0.938974758013,0,0.663682629545
3,8,3,32,3,0.938974758013,0.938974758013,0,0.663682629545
3,8,4,2,0,0.725596648267,0.738502457541,0.0129058092738,0.537213831738
3,8,4,2,1,0.738502457541,0.738502457541,0,0.537213831738
3,8,4,2,2,0.738502457541,0.738502457541,0,0.537213831738
3,8,4,2,3,0.738502457541,0.738502457541,0,0.537213831738
3,8,4,8,0,0.895908047678,0.909115288483,0.0132072408057,0.537213831738
3,8,4,8,1,0.909115288483,0.909115288483,0,0.537213831738
3,8,4,8,2,0.909115288483,0.909115288483,0,0.537213831738
3,8,4,8,3,0.909115288483,0.909115288483,0,0.537213831738
3,8,4,32,0,0.926413807243,0.92680280678,0.000388999537263,0.537213831738
3,8,4,32,1,0.926657956784,0.92680280678,0.000144849996197,0.537213831738
3,8,4,32,2,0.92680280678,0.92680280678,0,0.537213831738
3,8,4,32,3,0.92680280678,0.92680280678,0,0.537213831738
3,8,5,2,0,0.583723276237,0.584941271227,0.00121799498955,0.390064735856
3,8,5,2,1,0.581038897453,0.584941271227,0.00390237377367,0.390064735856
3,8,5,2,2,0.584941271227,0.584941271227,0,0.390064735856
3,8,5,2,3,0.584941271227,0.584941271227,0,0.390064735856
3,8,5,8,0,0.793617184088,0.866577798032,0.0729606139437,0.390064735856
3,8,5,8,1,0.830852446607,0.866577798032,0.0357253514245,0.390064735856
3,8,5,8,2,0.866577798032,0.866577798032,0,0.390064735856
3,8,5,8,3,0.866577798032,0.866577798032,0,0.390064735856
3,8,5,32,0,0.8167361066,0.912008806779,0.0952727001782,0.390064735856
3,8,5,32,1,0.899089403988,0.912008806779,0.0129194027903,0.390064735856
3,8,5,32,2,0.912008806779,0.912008806779,0,0.390064735856
3,8,5,32,3,0.912008806779,0.912008806779,0,0.390064735856
3,8,6,2,0,0.672644872089,0.672644872089,0,0.554223383086
3,8,6,2,1,0.672644872089,0.672644872089,0,0.554223383086
3,8,6,2,2,0.672644872089,0.672644872089,0,0.554223383086
3,8,6,2,3,0.672644872089,0.672644872089,0,0.554223383086
3,8,6,8,0,0.827219333632,0.827219333632,0,0.554223383086
3,8,6,8,1,0.827219333632,0.827219333632,0,0.554223383086
3,8,6,8,2,0.827219333632,0.827219333632,0,0.554223383086
3,8,6,8,3,0.827219333632,0.827219333632,0,0.554223383086
3,8,6,32,0,0.889740520938,0.889740520938,0,0.554223383086
3,8,6,32,1,0.889740520938,0.889740520938,0,0.554223383086
3,8,6,32,2,0.889740520938,0.889740520938,0,0.554223383086
3,8,6,32,3,0.889740520938,0.889740520938,0,0.554223383086
3,8,7,2,0,0.782549492804,0.782740800915,0.000191308111386,0.645946758401
3,8,7,2,1,0.782740800915,0.782740800915,0,0.645946758401
3,8,7,2,2,0.782740800915,0.782740800915,0,0.645946758401
3,8,7,2,3,0.782740800915,0.782740800915,0,0.645946758401
3,8,7,8,0,0.88841398952,0.890856978641,0.00244298912155,0.645946758401
3,8,7,8,1,0.890856978641,0.890856978641,0,0.645946758401
3,8,7,8,2,0.890856978641,0.890856978641,0,0.645946758401
3,8,7,8,3,0.890856978641,0.890856978641,0,0.645946758401
3,8,7,32,0,0.913674280117,0.91537437685,0.0017000967333,0.645946758401
3,8,7,32,1,0.91537437685,0.91537437685,0,0.645946758401
3,8,7,32,2,0.91537437685,0.91537437685,0,0.645946758401
3,8,7,32,3,0.91537437685,0.91537437685,0,0.645946758401
3,8,8,2,0,0.602849175988,0.602849175988,0,0.479725497198
3,8,8,2,1,0.602849175988,0.602849175988,0,0.479725497198
3,8,8,2,2,0.602849175988,0.602849175988,0,0.479725497198
3,8,8,2,3,0.602849175988,0.602849175988,0,0.479725497198
3,8,8,8,0,0.774914221054,0.774914221054,0,0.479725497198
3,8,8,8,1,0.774914221054,0.774914221054,0,0.479725497198
3,8,8,8,2,0.774914221054,0.774914221054,0,0.479725497198
3,8,8,8,3,0.774914221054,0.774914221054,0,0.479725497198
3,8,8,32,0,0.872392228993,0.877728481141,0.00533625214718,0.479725497198
3,8,8,32,1,0.877728481141,0.877728481141,0,0.479725497198
3,8,8,32,2,0.877728481141,0.877728481141,0,0.479725497198
3,8,8,32,3,0.877728481141,0.877728481141,0,0.479725497198
3,8,9,2,0,0.454832414323,0.462636983346,0.00780456902269,0.318657991812
3,8,9,2,1,0.462636983346,0.462636983346,0,0.318657991812
3,8,9,2,2,0.462636983346,0.462636983346,0,0.318657991812
3,8,9,2,3,0.462636983346,0.462636983346,0,0.318657991812
3,8,9,8,0,0.619605595877,0.747383059241,0.127777463365,0.318657991812
3,8,9,8,1,0.73033723267,0.747383059241,0.0170458265714,0.318657991812
3,8,9,8,2,0.747383059241,0.747383059241,0,0.318657991812
3,8,9,8,3,0.747383059241,0.747383059241,0,0.318657991812
3,8,9,32,0,0.694192259419,0.850739450926,0.156547191507,0.318657991812
3,8,9,32,1,0.818793042268,0.850739450926,0.0319464086572,0.318657991812
3,8,9,32,2,0.850739450926,0.850739450926,0,0.318657991812
3,8,9,32,3,0.850739450926,0.850739450926,0,0.318657991812
3,8,10,2,0,0.522164138707,0.522182913256,1.87745491756e-05,0.361693280196
3,8,10,2,1,0.522182913256,0.522182913256,0,0.361693280196
3,8,10,2,2,0.522182913256,0.522182913256,0,0.361693280196
3,8,10,2,3,0.522182913256,0.522182913256,0,0.361693280196
3,8,10,8,0,0.733459894544,0.733462002661,2.10811693402e-06,0.361693280196
3,8,10,8,1,0.733461896435,0.733462002661,1.06226204832e-07,0.361693280196
3,8,10,8,2,0.733462002661,0.733462002661,0,0.361693280196
3,8,10,8,3,0.733462002661,0.733462002661,0,0.361693280196
3,8,10,32,0,0.797014557564,0.797014557565,7.07212066686e-13,0.361693280196
3,8,10,32,1,0.797014557565,0.797014557565,0,0.361693280196
3,8,10,32,2,0.797014557565,0.797014557565,0,0.361693280196
3,8,10,32,3,0.797014557565,0.797014557565,0,0.361693280196
3,8,11,2,0,0.754751966996,0.754756145612,4.17861601631e-06,0.600546234853
3,8,11,2,1,0.7547560228,0.754756145612,1.22812106929e-07,0.600546234853
3,8,11,2,2,0.754756145612,0.754756145612,0,0.600546234853
3,8,11,2,3,0.754756145612,0.754756145612,0,0.600546234853
3,8,11,8,0,0.836140426225,0.836182665831,4.22396064638e-05,0.600546234853
3,8,11,8,1,0.836171917678,0.836182665831,1.07481533574e-05,0.600546234853
3,8,11,8,2,0.836182665831,0.836182665831,0,0.600546234853
3,8,11,8,3,0.836182665831,0.836182665831,0,0.600546234853
3,8,11,32,0,0.839699008743,0.841128218281,0.00142920953783,0.600546234853
3,8,11,32,1,0.840484973343,0.841128218281,0.000643244937673,0.600546234853
3,8,11,32,2,0.841128218281,0.841128218281,0,0.600546234853
3,8,11,32,3,0.841128218281,0.841128218281,0,0.600546234853
6,2,0,2,0,0.264246809191,0.264246809191,0,0.218254308968
6,2,0,2,1,0.264246809191,0.264246809191,0,0.218254308968
6,2,0,2,2,0.264246809191,0.264246809191,0,0.218254308968
6,2,0,2,3,0.264246809191,0.264246809191,0,0.218254308968
6,2,0,2,4,0.264246809191,0.264246809191,0,0.218254308968
6,2,0,2,5,0.264246809191,0.264246809191,0,0.218254308968
6,2,0,2,6,0.264246809191,0.264246809191,0,0.218254308968
6,2,0,8,0,0.373777691267,0.373777691267,0,0.218254308968
6,2,0,8,1,0.373777691267,0.373777691267,0,0.218254308968
6,2,0,8,2,0.373777691267,0.373777691267,0,0.218254308968
6,2,0,8,3,0.373777691267,0.373777691267,0,0.218254308968
6,2,0,8,4,0.373777691267,0.373777691267,0,0.218254308968
6,2,0,8,5,0.373777691267,0.373777691267,0,0.218254308968
6,2,0,8,6,0.373777691267,0.373777691267,0,0.218254308968
6,2,0,32,0,0.506140705903,0.506140705903,0,0.218254308968
6,2,0,32,1,0.506140705903,0.506140705903,0,0.218254308968
6,2,0,32,2,0.506140705903,0.506140705903,0,0.218254308968
6,2,0,32,3,0.506140705903,0.506140705903,0,0.218254308968
6,2,0,32,4,0.506140705903,0.506140705903,0,0.218254308968
6,2,0,32,5,0.506140705903,0.506140705903,0,0.218254308968
6,2,0,32,6,0.506140705903,0.506140705903,0,0.218254308968
6,2,1,2,0,0.587696474481,0.589321301709,0.00162482722739,0.491330610471
6,2,1,2,1,0.588863418425,0.589321301709,0.000457883283464,0.491330610471
6,2,1,2,2,0.589321301709,0.589321301709,0,0.491330610471
6,2,1,2,3,0.589321301709,0.589321301709,0,0.491330610471
6,2,1,2,4,0.589321301709,0.589321301709,0,0.491330610471
6,2,1,2,5,0.589321301709,0.589321301709,0,0.491330610471
6,2,1,2,6,0.589321301709,0.589321301709,0,0.491330610471
6,2,1,8,0,0.644924124641,0.670324988566,0.025400863925,0.491330610471
6,2,1,8,1,0.670324988566,0.670324988566,0,0.491330610471
6,2,1,8,2,0.670324988566,0.670324988566,0,0.491330610471
6,2,1,8,3,0.670324988566,0.670324988566,0,0.491330610471
6,2,1,8,4,0.670324988566,0.670324988566,0,0.491330610471
6,2,1,8,5,0.670324988566,0.670324988566,0,0.491330610471
6,2,1,8,6,0.670324988566,0.670324988566,0,0.491330610471
6,2,1,32,0,0.67415497229,0.752017634969,0.0778626626789,0.491330610471
6,2,1,32,1,0.748306872018,0.752017634969,0.00371076295095,0.491330610471
6,2,1,32,2,0.74832139205,0.752017634969,0.00369624291859,0.491330610471
6,2,1,32,3,0.752017634969,0.752017634969,0,0.491330610471
6,2,1,32,4,0.752017634969,0.752017634969,0,0.491330610471
6,2,1,32,5,0.752017634969,0.752017634969,0,0.491330610471
6,2,1,32,6,0.752017634969,0.752017634969,0,0.491330610471
6,2,2,2,0,0.285686658763,0.285686658763,0,0.183227316671
6,2,2,2,1,0.285686658763,0.285686658763,0,0.183227316671
6,2,2,2,2,0.285686658763,0.285686658763,0,0.183227316671
6,2,2,2,3,0.285686658763,0.285686658763,0,0.183227316671
6,2,2,2,4,0.285686658763,0.285686658763,0,0.183227316671
6,2,2,2,5,0.285686658763,0.285686658763,0,0.183227316671
6,2,2,2,6,0.285686658763,0.285686658763,0,0.183227316671
6,2,2,8,0,0.539678156375,0.584621322377,0.0449431660023,0.183227316671
6,2,2,8,1,0.584585207082,0.584621322377,3.61152953297e-05,0.183227316671
6,2,2,8,2,0.584621322377,0.584621322377,0,0.183227316671
6,2,2,8,3,0.584621322377,0.584621322377,0,0.183227316671
6,2,2,8,4,0.584621322377,0.584621322377,0,0.183227316671
6,2,2,8,5,0.584621322377,0.584621322377,0,0.183227316671
6,2,2,8,6,0.584621322377,0.584621322377,0,0.183227316671
6,2,2,32,0,0.65089777842,0.701456642194,0.0505588637749,0.183227316671
6,2,2,32,1,0.701320659735,0.701456642194,0.000135982459397,0.183227316671
6,2,2,32,2,0.701456642194,0.701456642194,0,0.183227316671
6,2,2,32,3,0.701456642194,0.701456642194,0,0.183227316671
6,2,2,32,4,0.701456642194,0.701456642194,0,0.183227316671
6,2,2,32,5,0.701456642194,0.701456642194,0,0.183227316671
6,2,2,32,6,0.701456642194,0.701456642194,0,0.183227316671
6,2,3,2,0,0.511194588285,0.511194588285,0,0.436278623494
6,2,3,2,1,0.511194588285,0.511194588285,0,0.436278623494
6,2,3,2,2,0.511194588285,0.511194588285,0,0.436278623494
6,2,3,2,3,0.511194588285,0.511194588285,0,0.436278623494
6,2,3,2,4,0.511194588285,0.511194588285,0,0.436278623494
6,2,3,2,5,0.511194588285,0.511194588285,0,0.436278623494
6,2,3,2,6,0.511194588285,0.511194588285,0,0.436278623494
6,2,3,8,0,0.652009277571,0.671627306362,0.0196180287915,0.436278623494
6,2,3,8,1,0.671627306362,0.671627306362,0,0.436278623494
6,2,3,8,2,0.671627306362,0.671627306362,0,0.436278623494
6,2,3,8,3,0.671627306362,0.671627306362,0,0.436278623494
6,2,3,8,4,0.671627306362,0.671627306362,0,0.436278623494
6,2,3,8,5,0.671627306362,0.671627306362,0,0.436278623494
6,2,3,8,6,0.671627306362,0.671627306362,0,0.436278623494
6,2,3,32,0,0.746306210317,0.790075634845,0.0437694245286,0.436278623494
6,2,3,32,1,0.770573013466,0.790075634845,0.0195026213794,0.436278623494
6,2,3,32,2,0.790075634845,0.790075634845,0,0.436278623494
6,2,3,32,3,0.790075634845,0.790075634845,0,0.436278623494
6,2,3,32,4,0.790075634845,0.790075634845,0,0.436278623494
6,2,3,32,5,0.790075634845,0.790075634845,0,0.436278623494
6,2,3,32,6,0.790075634845,0.790075634845,0,0.436278623494
6,2,4,2,0,0.413790705022,0.417780057343,0.00398935232055,0.312320463568
6,2,4,2,1,0.417780057343,0.417780057343,0,0.312320463568
6,2,4,2,2,0.417780057343,0.417780057343,0,0.312320463568
6,2,4,2,3,0.417780057343,0.417780057343,0,0.312320463568
6,2,4,2,4,0.417780057343,0.417780057343,0,0.312320463568
6,2,4,2,5,0.417780057343,0.417780057343,0,0.312320463568
6,2,4,2,6,0.417780057343,0.417780057343,0,0.312320463568
6,2,4,8,0,0.623863856002,0.63707832326,0.0132144672584,0.312320463568
6,2,4,8,1,0.63707832326,0.63707832326,0,0.312320463568
6,2,4,8,2,0.63707832326,0.63707832326,0,0.312320463568
6,2,4,8,3,0.63707832326,0.63707832326,0,0.312320463568
6,2,4,8,4,0.63707832326,0.63707832326,0,0.312320463568
6,2,4,8,5,0.63707832326,0.63707832326,0,0.312320463568
6,2,4,8,6,0.63707832326,0.63707832326,0,0.312320463568
6,2,4,32,0,0.756168415168,0.779111951814,0.0229435366456,0.312320463568
6,2,4,32,1,0.779111951814,0.779111951814,0,0.312320463568
6,2,4,32,2,0.779111951814,0.779111951814,0,0.312320463568
6,2,4,32,3,0.779111951814,0.779111951814,0,0.312320463568
6,2,4,32,4,0.779111951814,0.779111951814,0,0.312320463568
6,2,4,32,5,0.779111951814,0.779111951814,0,0.312320463568
6,2,4,32,6,0.779111951814,0.779111951814,0,0.312320463568
6,2,5,2,0,0.184802699164,0.184802699164,0,0.149758539291
6,2,5,2,1,0.184802699164,0.184802699164,0,0.149758539291
6,2,5,2,2,0.184802699164,0.184802699164,0,0.149758539291
6,2,5,2,3,0.184802699164,0.184802699164,0,0.149758539291
6,2,5,2,4,0.184802699164,0.184802699164,0,0.149758539291
6,2,5,2,5,0.184802699164,0.184802699164,0,0.149758539291
6,2,5,2,6,0.184802699164,0.184802699164,0,0.149758539291
6,2,5,8,0,0.243485752489,0.246797071885,0.00331131939602,0.149758539291
6,2,5,8,1,0.246754710535,0.246797071885,4.23613497227e-05,0.149758539291
6,2,5,8,2,0.246754710535,0.246797071885,4.23613497227e-05,0.149758539291
6,2,5,8,3,0.246797071885,0.246797071885,0,0.149758539291
6,2,5,8,4,0.246797071885,0.246797071885,0,0.149758539291
6,2,5,8,5,0.246797071885,0.246797071885,0,0.149758539291
6,2,5,8,6,0.246797071885,0.246797071885,0,0.149758539291
6,2,5,32,0,0.356107628158,0.386790982499,0.0306833543411,0.149758539291
