actions,seed,k,envelope,robust,ratio,ambiguity,enumeration_error,menus_enumerated,vertices_checked
5,17,1,0,9.71445146547e-17,,0,0,5,32
5,17,2,0.479137234429,0.468400441884,1.0229222511,0.253139544328,1.11022302463e-16,25,32
5,17,3,0.713427005018,0.703407122588,1.01424478386,0.371137125931,3.88578058619e-16,125,32
5,17,8,1.39849475666,1.3869501142,1.00832376186,0.711729881062,0,0,32
5,17,64,2.27209940819,2.27208110373,1.00000805625,0.999952313377,0,0,32
5,18,1,0,6.66133814775e-16,,0,0,5,32
5,18,2,0.269194208299,0.242250050024,1.1112245726,0.640835343122,2.22044604925e-16,25,32
5,18,3,0.418884015207,0.389931407074,1.07425051588,0.85599402075,6.66133814775e-16,125,32
5,18,8,0.636420613517,0.620590383672,1.02550833893,0.995646843927,0,0,32
5,18,64,1.19792137013,1.17453836107,1.01990825488,1,0,0,32
5,19,1,0,1.11022302463e-16,,0,0,5,32
5,19,2,0.066345929797,0.0663444877094,1.00002173636,0.0420570484667,9.71445146547e-17,25,32
5,19,3,0.116154340132,0.116154286905,1.00000045825,0.0554211211419,2.22044604925e-16,125,32
5,19,8,0.187324453793,0.187324453793,1,0.0723271099158,0,0,32
5,19,64,0.000559812110305,0.000559812110305,1,0.00021557020565,0,0,32
